"","Organization.Name","Business.Category","Approved.Budget.of.the.Contract","Item.Name","Item.Desc","Quantity","Item.Budget"
"1424","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic (sando bag) medium x 100's","Office Supplies",800," 72,000.00 "
"1425","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Specialty paper and board (White, 8.5 x 13, GSM 20","Office Supplies",20," 800.00 "
"1426","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cartolina (Orange)","Office Supplies",1000," 5,000.00 "
"1427","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Paper plain copier, Short, 500 sheets/ream, 70gsm","Office Supplies",200," 40,000.00 "
"1428","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cartolina (Green)","Office Supplies",400," 2,000.00 "
"1429","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Paste Big 70 ounce/200grams","Office Supplies",400," 20,000.00 "
"1430","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Distilled Water 6000ml.x3s","Office Supplies",480," 144,000.00 "
"1431","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Pencil, lead w/ eraser,wood cased, hardness:HB, 12","Office Supplies",400," 20,000.00 "
"1432","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Certificate Frame Legal size","Office Supplies",50," 4,500.00 "
"1433","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Correction Tape, Disposable","Office Supplies",1500," 30,000.00 "
"1434","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ballpen Green","Office Supplies",1500," 12,000.00 "
"1435","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","PAPER CLIP, gem type, 32mm, 100s/box","Office Supplies",200," 2,000.00 "
"1436","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Sheet protector A4x100's","Office Supplies",50," 10,000.00 "
"1437","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cartolina,white","Office Supplies",500," 2,500.00 "
"1438","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Certificate Plastic Sleeve with Board Legal size","Office Supplies",50," 2,750.00 "
"1439","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ballpen (Black)","Office Supplies",12000," 96,000.00 "
"1440","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Wall Clock (analog)","Office Supplies",20," 5,200.00 "
"1441","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Sign Pen, Red","Office Supplies",200," 4,000.00 "
"1442","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Data File Box (atleast 4"" x 9"" x 15"") Assorted in","Office Supplies",1500," 135,000.00 "
"1443","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Paper, mimeograph, whitewove, 210mmx297mm, (A4) 70","Office Supplies",2000," 360,000.00 "
"1444","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Marking pen,White Board bullet type, red (White bo","Office Supplies",150," 3,750.00 "
"1445","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Thumb Tacks 100pcs/case","Office Supplies",30," 450.00 "
"1446","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Tape, masking,48mm,50meters length","Office Supplies",245," 24,500.00 "
"1447","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Specialty Paper, Board A4 Beige x 20's, 200gsm","Office Supplies",40," 2,800.00 "
"1448","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink Yellow compatible to Epson L100, L110, L120, L","IT SUPPLIES",100," 35,000.00 "
"1449","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Stand fan","SEMI-EXPENDABLES",5," 7,500.00 "
"1450","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Construction Paper Orange x 10's A4","Office Supplies",150," 3,750.00 "
"1451","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Stamp pad ink, 30 ml (Black)","Office Supplies",150," 4,500.00 "
"1452","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Basket tall (plastic) with handle","Office Supplies",300," 60,000.00 "
"1453","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Chair- Monoblock","Office Supplies",50," 20,000.00 "
"1454","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Wall Fan 16""","SEMI-EXPENDABLES",50," 75,000.00 "
"1455","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Expandable envelope, long brown","Office Supplies",1800," 27,000.00 "
"1456","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Folder, long cream","Office Supplies",1000," 5,000.00 "
"1457","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink Cyan compatible to Epson L100, L110, L120, L20","IT SUPPLIES",100," 35,000.00 "
"1458","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Packaging tape 48mm(brown) min. 40 meters","Office Supplies",200," 9,000.00 "
"1459","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Airpot","SEMI-EXPENDABLES",4," 18,000.00 "
"1460","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Construction Paper Red x 10's A4","Office Supplies",100," 2,500.00 "
"1461","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Steel Cabinet, vertical 4 drawers","SEMI-EXPENDABLES",15," 142,500.00 "
"1462","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Record book, 300 pages, size 214mmx278mm min","Office Supplies",400," 72,000.00 "
"1463","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","ENVELOPE, expanding, plastic, legal size, with par","Office Supplies",200," 100,000.00 "
"1464","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic (Clear polybag) 2"" x 3"" x100's","Office Supplies",180," 6,300.00 "
"1465","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Expandable Folder, Long (Blue)","Office Supplies",1500," 15,000.00 "
"1466","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Paper Clip, gem type, JUMBO 48mm 100s/box","Office Supplies",400," 20,000.00 "
"1467","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Sign Pen-Green,0.5 mm needle tip","Office Supplies",100," 2,500.00 "
"1468","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink Magenta compatible to Epson L100, L110, L120,","IT SUPPLIES",100," 35,000.00 "
"1469","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic Envelope for A4 size documents","Office Supplies",100," 700.00 "
"1470","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Folder tagboard for A4 size documents, 100s/pack","Office Supplies",400," 180,000.00 "
"1471","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Stamp pad ink, 30 ml (Violet)","Office Supplies",100," 3,000.00 "
"1472","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic (Clear polybag) 6"" x 12"" x100's","Office Supplies",200," 7,000.00 "
"1473","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Visitor's Chair, Comfort Back Rest, Black","SEMI-EXPENDABLES",2," 2,400.00 "
"1474","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Eraser, rubber small","Office Supplies",300," 900.00 "
"1475","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Metal Chart Long Aluminum","Office Supplies",100," 50,000.00 "
"1476","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink Black compatible to Epson L100, L110, L120, L2","IT SUPPLIES",200," 70,000.00 "
"1477","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Construction Paper Pink x 10's A4","Office Supplies",100," 2,500.00 "
"1478","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Double Sided Tape 1"" (length: atleast 50 meters)","Office Supplies",300," 13,500.00 "
"1479","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Stapler long arm heavy duty","SEMI-EXPENDABLES",4," 4,400.00 "
"1480","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Marking Pen, whiteboard bullet type, black (Whiteb","Office Supplies",1000," 25,000.00 "
"1481","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Thermal paper 80mm x 60m 1/2 core","Office Supplies",6000," 390,000.00 "
"1482","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Stamp Pad,felt pad, min 60mmx10mm","Office Supplies",100," 4,000.00 "
"1483","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Construction Paper Green x 10's A4","Office Supplies",100," 2,500.00 "
"1484","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic Envelope for Legal size documents","Office Supplies",500," 5,000.00 "
"1485","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Record book, 500 pages, size 214mmx278mm min","Office Supplies",500," 110,000.00 "
"1486","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Tape, masking, 24mm,50 meters length","Office Supplies",800," 40,000.00 "
"1487","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Carbon Film, polyethylene 216mmx330mm, (Club Inter","Office Supplies",50," 37,000.00 "
"1488","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cork Board 2'x3', 3/16"" Thick With Frame","Office Supplies",60," 39,000.00 "
"1489","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink magenta compatible to Epson L3110, L3150","IT SUPPLIES",80," 40,000.00 "
"1490","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic cover thick 50 yard/ roll (thickness = num","Office Supplies",70," 63,000.00 "
"1491","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Colored Paper 8.5x11"" -Orange x10sheets","Office Supplies",200," 3,000.00 "
"1492","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Film Index, Removable Self Adhesive Notes, assorte","Office Supplies",300," 12,000.00 "
"1493","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","COMPUTER CONTINOUS FORMS, 3 ply, 11"" x 9-1/2"", 500","Office Supplies",800," 800,000.00 "
"1494","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Office Table with 4 drawers","SEMI-EXPENDABLES",20," 100,000.00 "
"1495","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Lever file arch, 2 rings, legal size, 40mm-60mm wi","Office Supplies",100," 15,000.00 "
"1496","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Marker/Highlighter, fluorescent, pink","Office Supplies",360," 5,400.00 "
"1497","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Rubber Band, Big min 350grams","Office Supplies",300," 75,000.00 "
"1498","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Tape packaging 48mm (clear) min.40 meters","Office Supplies",500," 22,500.00 "
"1499","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink Laserjet HP 680 Black","IT SUPPLIES",10," 8,000.00 "
"1500","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Folder, tagboard,legal size, 100s/pack","Office Supplies",1500," 900,000.00 "
"1501","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Clerical Swivel Chair with armrest","SEMI-EXPENDABLES",45," 247,500.00 "
"1502","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Staple Wire, (26/6) standard, 500 pcs/box","Office Supplies",2000," 70,000.00 "
"1503","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Resealable Small no.7","Office Supplies",700," 112,000.00 "
"1504","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Binder Clip atleast 50mm, backfold","Office Supplies",500," 5,000.00 "
"1505","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Tape Measure","Office Supplies",20," 1,000.00 "
"1506","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Tape Dispenser, Table Top for24mm width tape","Office Supplies",100," 8,000.00 "
"1507","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic (sando bag) small x 100's","Office Supplies",500," 25,000.00 "
"1508","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink MAGENTA compatible to HP Officejet 6100, 6600,","IT SUPPLIES",12," 13,200.00 "
"1509","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Pillow","Office Supplies",24," 2,880.00 "
"1510","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Fastener 50' Plastic Assrtd Color","Office Supplies",500," 20,000.00 "
"1511","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","STAPLE WIRE, HEAVY DUTY, 23/17, for heavy duty sta","Office Supplies",300," 18,000.00 "
"1512","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Executive Chair low back swivel with adjustment","SEMI-EXPENDABLES",7," 35,700.00 "
"1513","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Glue 130grams minimum","Office Supplies",100," 5,000.00 "
"1514","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Rackable Plastic Pallets 1200mmx 1000mm","SEMI-EXPENDABLES",100," 500,000.00 "
"1515","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","MARKER, permanent, bullet type, Black (Permanent M","Office Supplies",1500," 30,000.00 "
"1516","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Battery C medium (Heavy duty)","Office Supplies",300," 18,000.00 "
"1517","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Stapler with remover, standard size (size#35)","Office Supplies",400," 34,000.00 "
"1518","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Marker/Highlighter, fluorescent, green","Office Supplies",360," 5,400.00 "
"1519","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Bulldog Clip","Office Supplies",500," 7,500.00 "
"1520","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink cyan compatible to Epson L3110, L3150","IT SUPPLIES",80," 40,000.00 "
"1521","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","CLEARBOOK, A4 SIZE,áfor 210mm x 297mm (A4 size) do","Office Supplies",300," 15,000.00 "
"1522","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cartolina (Pink)","Office Supplies",400," 2,000.00 "
"1523","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Laminating Film Long 100pcs/box 250 micron","Office Supplies",5," 9,000.00 "
"1524","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Continuous form 11x 9 1/2  2 ply (short Carbonless","Office Supplies",500," 500,000.00 "
"1525","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Specialty Paper, Board Short  x 20's, 200gsm","Office Supplies",40," 2,000.00 "
"1526","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Laminator","SEMI-EXPENDABLES",2," 6,000.00 "
"1527","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","CLIP BOARD Legal size","Office Supplies",200," 11,000.00 "
"1528","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Certificate Frames A4 size","Office Supplies",100," 8,500.00 "
"1529","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Specialty Paper, Board A4 x 20's, 200gsm","Office Supplies",40," 2,000.00 "
"1530","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic (sando bag) large x 50's","Office Supplies",500," 50,000.00 "
"1531","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Paper copy 70gsm (-3%), A4 size:210mmx297mm 500 sh","Office Supplies",6000," 1,320,000.00 "
"1532","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Sticky note/memo pad,100s/pad assorted color","Office Supplies",300," 10,500.00 "
"1533","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Scisssor 6""","Office Supplies",50," 1,500.00 "
"1534","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cartolina black","Office Supplies",100," 500.00 "
"1535","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","LED Wall Clock","SEMI-EXPENDABLES",14," 28,000.00 "
"1536","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Laminating Film Short 100pcs/box 250 micron","Office Supplies",5," 5,500.00 "
"1537","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Sticker Paper Colored 10's","Office Supplies",100," 7,000.00 "
"1538","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Calculator, compact, electronic, 12 digits cap","Office Supplies",100," 15,000.00 "
